,c6643,c6947
2017-06-30 11:15:00,4294262784.0,4326331187.2
2017-06-30 11:20:00,4287816499.2,4312531763.2
2017-06-30 11:25:00,4281743769.6,4313062604.8
2017-06-30 11:30:00,4310789324.8,4341165260.8
2017-06-30 11:35:00,4296083865.6,4318411980.8
2017-06-30 11:40:00,4295752089.6,4322653798.4
2017-06-30 11:45:00,4294143180.8,4318386585.6
2017-06-30 11:50:00,4293301043.2,4319334400.0
2017-06-30 11:55:00,4288897024.0,4319760384.0
2017-06-30 12:00:00,4294497894.4,4325377638.4
2017-06-30 12:05:00,4287412633.6,4326316441.6
2017-06-30 12:10:00,4291645440.0,4320003686.4
2017-06-30 12:15:00,4299533516.8,4321266073.6
2017-06-30 12:20:00,4294513459.2,4324074291.2
2017-06-30 12:25:00,4290716467.2,4322989670.4
2017-06-30 12:30:00,4284982067.2,4321997619.2
2017-06-30 12:35:00,4294530662.4,4314402816.0
2017-06-30 12:40:00,4291045785.6,4318878924.8
2017-06-30 12:45:00,4294529843.2,4313979289.6
2017-06-30 12:50:00,4291552870.4,4315670937.6
2017-06-30 12:55:00,4287865651.2,4326499123.2
2017-06-30 13:00:00,4296901427.2,4316211609.6
2017-06-30 13:05:00,4292512972.8,4325878169.6
2017-06-30 13:10:00,4291475865.6,4320664780.8
2017-06-30 13:15:00,4301066240.0,4318679040.0
2017-06-30 13:20:00,4291829760.0,4318240768.0
2017-06-30 13:25:00,4291488972.8,4320138854.4
2017-06-30 13:30:00,4293097062.4,4326254182.4
2017-06-30 13:35:00,4297263513.6,4316053504.0
2017-06-30 13:40:00,4279980851.2,4314424115.2
2017-06-30 13:45:00,4286057676.8,4321390592.0
2017-06-30 13:50:00,4293036441.6,4327961395.2
2017-06-30 13:55:00,4292602265.6,4319813632.0
2017-06-30 14:00:00,4296862924.8,4328189132.8
2017-06-30 14:05:00,4288786432.0,4319866880.0
2017-06-30 14:10:00,4291951001.6,4316968550.4
2017-06-30 14:15:00,4287925452.8,4319288524.8
2017-06-30 14:20:00,4291091660.8,4321022771.2
2017-06-30 14:25:00,4289571225.6,4322405580.8
2017-06-30 14:30:00,4284265267.2,4328974745.6
2017-06-30 14:35:00,4293127372.8,4320360857.6
2017-06-30 14:40:00,4291989504.0,4312595660.8
2017-06-30 14:45:00,4283401830.4,4325076172.8
2017-06-30 14:50:00,4289812070.4,4317188096.0
2017-06-30 14:55:00,4271320268.8,4309185331.2
2017-06-30 15:00:00,4290456780.8,4324856627.2
2017-06-30 15:05:00,4288081100.8,4320916275.2
2017-06-30 15:10:00,4292290150.4,4322593177.6
2017-06-30 15:15:00,4296710553.6,4325697126.4
2017-06-30 15:20:00,4287867289.6,4328470937.6
2017-06-30 15:25:00,4290410086.4,4321077657.6
